account_id,pagerank,in_degree,out_degree,kyc_completeness,account_age_days,prior_fraud_flag,is_cashout
ACC-F79E5B6E30,0.0014782118285815245,5,6,0.82,3266,0,0
ACC-76274A7181,0.004929739693919098,8,2,0.85,2122,0,0
ACC-BC7E528579,0.00222554100984956,2,1,0.8,2673,0,0
ACC-0165A5DCE4,0.0018242508301132803,5,6,0.86,3172,0,0
ACC-11BAA92237,0.001668213793131729,5,2,0.96,3173,0,0
ACC-45ECE5D9E9,0.0010489640727634228,3,2,0.89,3399,0,0
ACC-CA0071ADF6,0.005141845393856372,5,4,0.71,1885,0,0
ACC-C437E4BF08,0.00043028695579827624,4,3,0.87,2290,0,0
ACC-2D8F981E06,0.0014340042712761036,6,2,0.83,1852,0,0
ACC-6145DF68ED,0.0011208638558556508,3,3,0.72,29,0,0
ACC-E3CDF1B8F6,0.0028030645556205683,7,1,0.98,302,0,0
ACC-71321C26BF,0.002599257964969953,5,2,0.78,2489,0,0
ACC-6E4F982747,0.0013457206694411806,2,3,0.84,2711,0,0
ACC-0F6B3E6554,0.0004642056591459085,1,6,0.79,3268,0,0
ACC-27F3C98FB7,0.00041854012130584115,3,9,0.99,3261,0,0
ACC-88FCBCC66C,0.00039068694639933564,2,2,0.7,509,0,0
ACC-A6DE6B58BB,0.000512209174753021,2,1,0.76,353,0,0
ACC-E735F42522,0.0008376243974339402,3,1,0.74,1695,0,0
ACC-DD97A5398E,0.000321853703848288,2,0,0.75,800,0,0
ACC-B02A895FFA,0.0005972664364317108,2,0,0.84,3081,0,0
ACC-EA88E8CA7B,0.0004965406164497976,2,3,0.76,1031,0,0
ACC-5B113A2100,0.0013367391266183664,4,4,0.73,530,0,0
ACC-7CDA8721D4,0.002026613380872203,6,7,0.8,1995,0,0
ACC-67E20C7EFE,0.00201758970619574,5,3,0.81,2321,0,0
ACC-ABA49273CF,0.0006770798538960431,4,4,0.94,1287,0,0
ACC-5EF11517C0,0.0008968946148388673,2,5,0.74,3446,0,0
ACC-22F56C107F,0.0008337006433485431,2,4,0.93,1829,0,0
ACC-12D1954EB8,0.0002161673832270295,1,4,0.95,2489,0,0
ACC-5BA2323BCA,0.0036930510228197606,9,0,0.92,809,0,0
ACC-D6B7EC030A,0.0010599045656329855,3,7,0.89,81,0,0
ACC-655E91503F,0.0006792456264430893,3,6,0.97,2421,0,0
ACC-FB32091F6D,0.00020705815288248405,1,5,0.9,2215,0,0
ACC-271222B259,0.0006521027068826415,2,4,0.92,3167,0,0
ACC-B2F5356E7C,0.0012896805321239006,6,2,0.81,375,0,0
ACC-AB8DF99C87,0.000433481920352533,2,3,0.91,3308,0,0
ACC-81F1B479A1,0.00028914459442277583,1,4,0.98,738,0,0
ACC-AB66858F8B,0.0009628517643291224,2,0,0.98,3003,0,0
ACC-69D19FB6C3,0.000366092733114148,2,1,0.81,262,0,0
ACC-9BF20630BA,0.0003009766396041074,2,5,0.82,3246,0,0
ACC-D7D4D11CC0,0.0010585761790361738,3,1,0.73,2661,0,0
ACC-70B8E77906,0.0008541401061288338,6,1,0.87,3043,0,0
ACC-CE7F594A4D,0.00019154940324857343,0,1,0.7,2243,0,0
ACC-44A481182D,0.0003544695273978854,1,1,0.43,85,1,0
ACC-63717C884E,0.0004930984879504845,1,1,0.21,84,0,0
ACC-3A5E7E9E84,0.000611087554493054,1,1,0.34,94,1,0
ACC-C20D3BE1EB,0.0007115469921099796,1,1,0.45,98,0,0
ACC-158C2AC522,0.0007970874690243543,1,0,0.72,18,0,1
ACC-E4D956169B,0.00019154940324857343,0,1,0.84,2097,0,0
ACC-084220E5C8,0.0003544695273978854,1,1,0.96,25,0,0
ACC-6A2FDABB08,0.0004930984879504845,1,1,0.36,89,0,0
ACC-75A5260A2D,0.000611087554493054,1,1,0.37,66,1,0
ACC-2A01E6538D,0.0007115469921099796,1,1,0.65,117,0,0
ACC-3C5DA12D88,0.0007970874690243543,1,0,0.71,2343,0,1
ACC-5DF7BA419B,0.00019154940324857343,0,1,0.86,398,0,0
ACC-51D8AE3387,0.0003544695273978854,1,1,0.3,98,0,0
ACC-EF8C69C19E,0.0004930984879504845,1,1,0.76,39,0,0
ACC-4693C5B9D7,0.000611087554493054,1,0,0.92,2045,0,1
ACC-26299DBBE2,0.00019154940324857343,0,1,0.81,2460,0,0
ACC-2EBE36A54F,0.0003544695273978854,1,1,0.84,28,1,0
ACC-25D1BD6EBF,0.0004930984879504845,1,1,0.44,112,0,0
ACC-FE2A6C5D9B,0.000611087554493054,1,0,0.78,385,0,1
ACC-987D5186FF,0.00019154940324857343,0,1,0.78,2224,0,0
ACC-300DDAC0CF,0.0003544695273978854,1,1,0.7,111,1,0
ACC-3595B8C0A4,0.0004930984879504845,1,1,0.39,88,0,0
ACC-1F0CC585F0,0.000611087554493054,1,1,0.73,28,1,0
ACC-06BEEA1409,0.0007115469921099797,1,0,0.88,1108,0,1
ACC-D83259208A,0.00019154940324857343,0,1,0.87,1041,0,0
ACC-9129FF7B8A,0.0003544695273978854,1,1,0.75,6,1,0
ACC-BE0EF10141,0.0004930984879504845,1,1,0.53,15,1,0
ACC-758ECF5444,0.000611087554493054,1,0,0.9,2706,0,1
ACC-85AC05E5A5,0.00019154940324857343,0,1,0.85,999,0,0
ACC-EE59A3BB58,0.0003544695273978854,1,1,0.8,101,0,0
ACC-3B4123FD12,0.0004930984879504845,1,1,0.58,99,0,0
ACC-B6050BD8C9,0.000611087554493054,1,1,0.87,89,0,0
ACC-046395E760,0.0007115469921099797,1,1,0.51,31,0,0
ACC-2DE14B1952,0.0007970874690243543,1,0,0.96,409,0,1
ACC-4A47316C8C,0.00019154940324857343,0,1,0.96,1005,0,0
ACC-D39F59EED1,0.0003544695273978854,1,1,0.54,99,1,0
ACC-C6264B760F,0.0004930984879504845,1,1,0.67,33,0,0
ACC-0303ED6085,0.000611087554493054,1,1,0.24,32,1,0
ACC-E88C697A17,0.0007115469921099797,1,0,0.87,317,0,1
ACC-D8699EEE1D,0.00019154940324857343,0,1,0.92,2251,0,0
ACC-24E457CF25,0.0003544695273978854,1,1,0.3,76,1,0
ACC-E9D52CDFA4,0.0004930984879504845,1,1,0.83,12,0,0
ACC-960ED5904D,0.000611087554493054,1,1,0.94,94,0,0
ACC-26A6B0A4B8,0.0007115469921099797,1,0,0.83,1142,0,1
ACC-657609C08F,0.00019154940324857343,0,1,0.76,92,0,0
ACC-BC343FB697,0.0003544695273978854,1,1,0.44,26,1,0
ACC-F0ECE810B5,0.0004930984879504845,1,1,0.7,27,0,0
ACC-E1479DF3DE,0.000611087554493054,1,1,0.5,21,1,0
ACC-83EF39CC02,0.0007115469921099796,1,0,0.83,1705,0,1
ACC-62C9B30B52,0.00019154940324857343,0,1,0.75,1844,0,0
ACC-CD3AFB9125,0.0003544695273978854,1,1,0.36,99,1,0
ACC-5C830854EF,0.0004930984879504845,1,1,0.38,17,0,0
ACC-35D6019B89,0.000611087554493054,1,1,0.24,105,1,0
ACC-AA81F87216,0.0007115469921099796,1,1,0.39,70,0,0
ACC-086435917A,0.0007970874690243542,1,1,0.24,106,0,0
ACC-22AED06942,0.0008708035142916664,1,0,0.83,1816,0,1
ACC-935C26412C,0.00019154940324857343,0,1,0.93,52,0,0
ACC-75C01AAC37,0.0003544695273978854,1,1,0.27,75,1,0
ACC-2FFE07377E,0.0004930984879504845,1,1,0.78,78,0,0
ACC-AE5FF97E57,0.000611087554493054,1,0,0.75,1201,0,1
ACC-1AEAF48BA6,0.00019154940324857343,0,1,0.94,2058,0,0
ACC-C2A1BDB91F,0.0003544695273978854,1,1,0.2,77,1,0
ACC-DE3FDDE416,0.0004930984879504844,1,1,0.52,68,0,0
ACC-6AD92F06E8,0.000611087554493054,1,1,0.49,85,0,0
ACC-A1AEAFCB32,0.0007115469921099796,1,1,0.37,7,0,0
ACC-CA1AF93483,0.0007970874690243543,1,0,0.76,3511,0,1
ACC-38125A3F0C,0.00019154940324857343,0,1,0.78,2172,0,0
ACC-384723F476,0.0003544695273978854,1,1,0.5,67,0,0
ACC-3071E1C11F,0.0004930984879504845,1,1,0.7,19,1,0
ACC-F5EAFDC916,0.000611087554493054,1,1,0.81,113,1,0
ACC-8C60C1E411,0.0007115469921099797,1,1,0.86,60,1,0
ACC-A1370249D2,0.0007970874690243543,1,0,0.92,1656,0,1
ACC-6F92D1001C,0.00019154940324857343,0,1,0.94,1265,0,0
ACC-126CBCA60C,0.0003544695273978854,1,1,0.78,3,0,0
ACC-FE2937418F,0.0004930984879504845,1,1,0.69,18,0,0
ACC-118C0D29ED,0.000611087554493054,1,1,0.98,28,0,0
ACC-C6054305DD,0.0007115469921099797,1,1,0.85,51,0,0
ACC-9E293F3B19,0.0007970874690243543,1,0,0.88,2234,0,1
ACC-9934B3DD8C,0.00019154940324857343,0,1,0.96,929,0,0
ACC-70F24BA2B6,0.0003544695273978854,1,1,0.99,64,1,0
ACC-30C85A9472,0.0004930984879504845,1,1,0.67,4,1,0
ACC-4BBA8FBD07,0.000611087554493054,1,0,0.8,2824,0,1
ACC-C2CD509572,0.00019154940324857343,0,1,0.82,2548,0,0
ACC-8A1A176B9B,0.0003544695273978854,1,1,0.71,16,0,0
ACC-7120EF0D46,0.0004930984879504845,1,1,0.67,108,0,0
ACC-50A2E3B589,0.000611087554493054,1,1,0.56,10,1,0
ACC-E950442F75,0.0007115469921099796,1,1,0.3,94,0,0
ACC-35F3C2935C,0.0007970874690243543,1,0,0.83,1624,0,1
ACC-E7AF0C472F,0.00019154940324857343,0,1,0.86,795,0,0
ACC-D5729168AD,0.0003544695273978854,1,1,0.51,98,0,0
ACC-D04B175DF6,0.0004930984879504845,1,1,0.48,33,0,0
ACC-07FDEB52BD,0.000611087554493054,1,1,0.81,63,0,0
ACC-1BA73E9187,0.0007115469921099797,1,0,0.94,2276,0,1
ACC-922BDE8E19,0.00019154940324857343,0,1,0.71,564,0,0
ACC-C721EEA9E2,0.0003544695273978854,1,1,0.68,58,1,0
ACC-958B81888C,0.0004930984879504845,1,1,0.77,120,0,0
ACC-4FD91FD674,0.000611087554493054,1,1,0.81,80,0,0
ACC-1D867389D0,0.0007115469921099797,1,0,0.73,3060,0,1
ACC-7714EB2FD4,0.00019154940324857343,0,1,0.93,1210,0,0
ACC-3CEC9F59CD,0.0003544695273978854,1,1,0.35,25,0,0
ACC-FBC6926B78,0.0004930984879504845,1,1,0.53,72,0,0
ACC-636F3CAEC2,0.000611087554493054,1,1,0.71,115,1,0
ACC-A1E963ECA9,0.0007115469921099797,1,1,0.93,85,0,0
ACC-9361056F3B,0.0007970874690243543,1,0,0.97,1416,0,1
ACC-85EC07A476,0.00019154940324857343,0,1,0.83,2776,0,0
ACC-BC5F72CD75,0.0003544695273978854,1,1,0.94,81,1,0
ACC-5BBF3EB02C,0.0004930984879504844,1,1,0.85,19,1,0
ACC-77BA477DBC,0.000611087554493054,1,1,0.32,52,0,0
ACC-E0CC20B46B,0.0007115469921099796,1,1,0.58,107,1,0
ACC-E915AC027C,0.0007970874690243543,1,0,0.85,3419,0,1
ACC-DF9A361BD2,0.00019154940324857343,0,1,0.89,234,0,0
ACC-C8FFDD0436,0.0003544695273978854,1,1,0.82,59,0,0
ACC-EFE0393A45,0.0004930984879504845,1,1,0.38,94,1,0
ACC-AD26E7D261,0.000611087554493054,1,0,0.92,1844,0,1
ACC-79B1233095,0.00019154940324857343,0,1,0.98,3388,0,0
ACC-134522A80B,0.0003544695273978854,1,1,0.52,34,0,0
ACC-E1CAF32842,0.0004930984879504845,1,1,0.96,120,1,0
ACC-9680B2CBA7,0.000611087554493054,1,0,0.9,844,0,1
ACC-E64FD4E399,0.00019154940324857343,0,1,0.84,1306,0,0
ACC-B695F2DF04,0.0003544695273978854,1,1,0.45,70,0,0
ACC-661BABD612,0.0004930984879504845,1,1,0.98,66,1,0
ACC-89F18C5F40,0.000611087554493054,1,1,0.52,107,0,0
ACC-E6599CF806,0.0007115469921099797,1,1,0.87,10,0,0
ACC-5D6F992C68,0.0007970874690243543,1,0,0.87,1724,0,1
ACC-FABBF9DE2B,0.00019154940324857343,0,1,0.77,953,0,0
ACC-2C14D12ADA,0.0003544695273978854,1,1,0.66,44,0,0
ACC-03F9CB1E17,0.0004930984879504845,1,1,0.76,59,0,0
ACC-EB9FD08C95,0.000611087554493054,1,0,0.93,68,0,1
ACC-D0D845DD09,0.00019154940324857343,0,1,1.0,657,0,0
ACC-9CEFDBAEC5,0.0003544695273978854,1,1,0.52,88,1,0
ACC-83BFAF5E39,0.0004930984879504845,1,1,0.98,73,0,0
ACC-568F47FEA9,0.000611087554493054,1,1,0.89,37,0,0
ACC-A46C4417D6,0.0007115469921099797,1,1,0.73,78,0,0
ACC-BBCF3F199C,0.0007970874690243543,1,0,0.85,3017,0,1
ACC-CD3835148D,0.00019154940324857343,0,1,0.73,151,0,0
ACC-CB3DE56B0B,0.0003544695273978854,1,1,0.22,70,0,0
ACC-B9A417D732,0.0004930984879504844,1,1,0.69,60,0,0
ACC-17BD9F4D59,0.000611087554493054,1,1,0.46,108,0,0
ACC-3C46325D40,0.0007115469921099796,1,0,0.89,7,0,1
ACC-895B703946,0.00019154940324857343,0,1,0.91,2542,0,0
ACC-2D6B80D0DF,0.0003544695273978854,1,1,0.88,100,1,0
ACC-C07629BBFD,0.0004930984879504845,1,1,0.44,46,0,0
ACC-A279B0295C,0.000611087554493054,1,0,0.99,801,0,1
ACC-5C2F468B75,0.00019154940324857343,0,1,0.92,2188,0,0
ACC-F25914FA76,0.0003544695273978854,1,1,0.96,22,1,0
ACC-133F9C312B,0.0004930984879504845,1,1,0.65,65,0,0
ACC-C981432FD7,0.000611087554493054,1,1,0.46,109,0,0
ACC-E954A03DA1,0.0007115469921099797,1,1,0.3,40,0,0
ACC-F209A81352,0.0007970874690243543,1,1,0.33,77,1,0
ACC-1F433E7104,0.0008708035142916665,1,0,0.8,1264,0,1
ACC-AD81F68BC6,0.00019154940324857343,0,1,0.84,3353,0,0
ACC-6ED0E6D866,0.0003544695273978854,1,1,0.96,80,1,0
ACC-DEDCD927AC,0.0004930984879504845,1,1,0.62,50,0,0
ACC-809F5F54A0,0.000611087554493054,1,0,0.81,32,0,1
ACC-2791350187,0.00019154940324857343,0,1,0.82,3320,0,0
ACC-9FC585F269,0.0003544695273978854,1,1,0.89,36,1,0
ACC-3FCF666B04,0.0004930984879504845,1,1,0.84,55,1,0
ACC-C9434DD203,0.000611087554493054,1,1,0.99,11,1,0
ACC-4990423AE6,0.0007115469921099797,1,1,0.72,30,1,0
ACC-73B19E5B94,0.0007970874690243543,1,0,0.84,1332,0,1
ACC-BBDE179900,0.00019154940324857343,0,1,0.89,2134,0,0
ACC-CB3A7B88AD,0.0003544695273978854,1,1,0.54,109,0,0
ACC-A3BE4940C8,0.0004930984879504845,1,1,0.88,17,0,0
ACC-C28F52A5C8,0.000611087554493054,1,1,0.77,28,0,0
ACC-7D3528DE9D,0.0007115469921099796,1,1,0.7,19,0,0
ACC-3D522A59C7,0.0007970874690243542,1,1,0.33,34,0,0
ACC-AC82627E19,0.0008708035142916665,1,0,0.75,2729,0,1
ACC-A5CF45FF56,0.00019154940324857343,0,1,0.75,560,0,0
ACC-4C6ACAE70D,0.0003544695273978854,1,1,0.51,86,0,0
ACC-A95614E50D,0.0004930984879504845,1,1,0.72,57,1,0
ACC-3946AA0C99,0.000611087554493054,1,0,0.99,2689,0,1
ACC-3199BB0997,0.00019154940324857343,0,1,0.99,3615,0,0
ACC-47AD7A7E03,0.0003544695273978854,1,1,0.32,71,0,0
ACC-530D2DB388,0.0004930984879504845,1,1,0.64,27,1,0
ACC-0883F2DA86,0.000611087554493054,1,1,0.43,21,0,0
ACC-42CDBF5847,0.0007115469921099797,1,1,0.34,79,0,0
ACC-768828B942,0.0007970874690243543,1,1,0.57,32,0,0
ACC-C908053354,0.0008708035142916664,1,0,0.77,2291,0,1
ACC-74CC15D38C,0.00019154940324857343,0,1,0.75,2249,0,0
ACC-BACCD8B339,0.0003544695273978854,1,1,0.61,114,0,0
ACC-ACEC9FF0EA,0.0004930984879504845,1,1,0.49,48,1,0
ACC-B8F3B7545C,0.000611087554493054,1,0,0.76,3337,0,1
ACC-C7FD32D540,0.00019154940324857343,0,1,0.8,1890,0,0
ACC-9F8FC46D2B,0.0003544695273978854,1,1,0.71,3,1,0
ACC-D20D9C3784,0.0004930984879504845,1,1,0.35,112,0,0
ACC-CD305C863D,0.000611087554493054,1,1,0.69,64,1,0
ACC-D4F98CD811,0.0007115469921099797,1,0,0.82,3555,0,1
ACC-E00F236079,0.00019154940324857343,0,1,0.92,500,0,0
ACC-BED91BE853,0.0003544695273978854,1,1,0.36,57,0,0
ACC-14CA6C1037,0.0004930984879504845,1,1,0.56,2,0,0
ACC-7BEF7FAA77,0.000611087554493054,1,1,0.43,13,0,0
ACC-678F5C7C19,0.0007115469921099796,1,1,0.99,86,1,0
ACC-D05E852A87,0.0007970874690243543,1,1,1.0,109,1,0
ACC-E953A2164A,0.0008708035142916665,1,0,0.88,884,0,1
ACC-7F281E7B1E,0.00019154940324857343,0,1,0.86,1741,0,0
ACC-F860F3AD8F,0.0003544695273978854,1,1,0.91,34,0,0
ACC-D0B0FD37B2,0.0004930984879504845,1,1,0.58,79,0,0
ACC-7DE2BFECE0,0.000611087554493054,1,1,0.89,56,1,0
ACC-A148AE7C8A,0.0007115469921099797,1,1,0.41,44,0,0
ACC-30DDB92A79,0.0007970874690243543,1,0,0.87,1666,0,1
ACC-8DF931DB06,0.00019154940324857343,0,1,0.83,1528,0,0
ACC-C968883E4B,0.0003544695273978854,1,1,0.55,33,1,0
ACC-A18C167D89,0.0004930984879504845,1,1,0.84,27,0,0
ACC-0C5EB19EF1,0.000611087554493054,1,1,0.33,12,0,0
ACC-4A563C5989,0.0007115469921099797,1,0,0.71,611,0,1
ACC-41DF045C2F,0.00019154940324857343,0,1,0.91,225,0,0
ACC-CD2AC789BA,0.0003544695273978854,1,1,0.59,68,1,0
ACC-541429F6A2,0.0004930984879504845,1,1,0.89,45,0,0
ACC-0ED9B57CE5,0.000611087554493054,1,1,0.2,16,1,0
ACC-89806FA88B,0.0007115469921099797,1,1,0.87,119,0,0
ACC-7EFBC92111,0.0007970874690243543,1,0,0.71,2870,0,1
ACC-FFA69A067D,0.00019154940324857343,0,1,0.72,282,0,0
ACC-669B83AAE7,0.0003544695273978854,1,1,0.39,34,0,0
ACC-6802F51CE4,0.0004930984879504845,1,1,0.45,91,1,0
ACC-31A51ED779,0.000611087554493054,1,1,0.94,77,0,0
ACC-AE5FD1E434,0.0007115469921099797,1,1,0.85,57,0,0
ACC-1AF689B9D9,0.0007970874690243543,1,1,0.59,20,0,0
ACC-B744DCB2FA,0.0008708035142916665,1,0,0.92,754,0,1
ACC-093CA3BFA9,0.00019154940324857343,0,1,0.75,2919,0,0
ACC-714616B6AB,0.0003544695273978854,1,1,0.88,116,1,0
ACC-D3D45E568E,0.0004930984879504845,1,1,0.28,103,0,0
ACC-BCCEB00956,0.000611087554493054,1,1,0.61,79,0,0
ACC-0F7A7DA845,0.0007115469921099796,1,1,0.6,94,0,0
ACC-FAC44A8400,0.0007970874690243542,1,1,0.92,70,1,0
ACC-069B3A3BD4,0.0008708035142916665,1,0,0.99,959,0,1
ACC-42DCA3D634,0.00019154940324857343,0,1,0.9,1316,0,0
ACC-63E1199DBD,0.0003544695273978854,1,1,0.95,98,0,0
ACC-F9A876F4D3,0.0004930984879504845,1,1,0.32,72,0,0
ACC-BA20776DC5,0.000611087554493054,1,1,0.38,76,1,0
ACC-ABECAB0216,0.0007115469921099797,1,0,0.75,2635,0,1
ACC-DCF9D1EA86,0.00019154940324857343,0,1,0.75,3273,0,0
ACC-F3DE79610C,0.0003544695273978854,1,1,0.64,49,0,0
ACC-1D21A9C1FA,0.0004930984879504845,1,1,0.65,2,1,0
ACC-EE2901F4AE,0.000611087554493054,1,0,0.86,1132,0,1
ACC-8594364250,0.00019154940324857343,0,1,0.74,3610,0,0
ACC-61B2EC71A8,0.0003544695273978854,1,1,0.22,9,0,0
ACC-3072402B07,0.0004930984879504845,1,1,0.49,93,0,0
ACC-8DF65DFE15,0.000611087554493054,1,1,0.92,61,1,0
ACC-9581C4BC38,0.0007115469921099797,1,1,0.93,43,0,0
ACC-25FAF3BD6F,0.0007970874690243543,1,0,0.96,2668,0,1
ACC-7E21A52D9D,0.00019154940324857343,0,1,0.93,3066,0,0
ACC-5BA5F076B6,0.0003544695273978854,1,1,0.97,70,0,0
ACC-C68E4A9B80,0.0004930984879504844,1,1,0.88,53,1,0
ACC-3607120D65,0.000611087554493054,1,1,0.54,34,0,0
ACC-E55FAB627A,0.0007115469921099796,1,0,0.87,2080,0,1
ACC-41D09169E3,0.00019154940324857343,0,1,0.72,2458,0,0
ACC-076B9E3F13,0.0003544695273978854,1,1,0.26,45,1,0
ACC-DECDE1A345,0.0004930984879504845,1,1,0.28,91,0,0
ACC-0AB1F11C96,0.000611087554493054,1,1,0.44,77,1,0
ACC-91E3DDE51B,0.0007115469921099797,1,1,0.83,49,0,0
ACC-81C0845F87,0.0007970874690243543,1,1,0.33,56,0,0
ACC-2D1483CB34,0.0008708035142916665,1,0,0.93,2344,0,1
ACC-2200B2EA2D,0.00019154940324857343,0,1,0.78,3209,0,0
ACC-81FD3F1515,0.0003544695273978854,1,1,0.24,44,0,0
ACC-348E161DDB,0.0004930984879504845,1,1,0.33,120,1,0
ACC-0ED83F6FA2,0.000611087554493054,1,1,0.76,113,0,0
ACC-4D3BA5F694,0.0007115469921099797,1,1,0.42,11,0,0
ACC-EEBE10F953,0.0007970874690243543,1,1,0.81,8,0,0
ACC-E2DD8D3C63,0.0008708035142916665,1,0,0.75,3587,0,1
ACC-05DBDADE96,0.00019154940324857343,0,1,0.72,2620,0,0
ACC-16DD947E7D,0.0003544695273978854,1,1,0.47,114,0,0
ACC-C4B8BF177A,0.0004930984879504845,1,1,0.49,82,1,0
ACC-E57EC7AEAC,0.000611087554493054,1,0,0.81,1333,0,1
ACC-8BE63AE450,0.00019154940324857343,0,1,0.95,601,0,0
ACC-98911EC451,0.0003544695273978854,1,1,0.82,58,0,0
ACC-60C96D13DC,0.0004930984879504845,1,1,0.39,98,1,0
ACC-EC88A847BE,0.000611087554493054,1,0,0.97,700,0,1
ACC-BCAF3A9CC3,0.00019154940324857343,0,1,0.71,2932,0,0
ACC-BC0A89785E,0.0003544695273978854,1,1,0.46,115,1,0
ACC-DAA8C6196C,0.0004930984879504845,1,1,0.6,57,0,0
ACC-B931CAEC50,0.000611087554493054,1,1,0.41,86,0,0
ACC-729F29A542,0.0007115469921099796,1,0,0.73,1849,0,1
ACC-FA511CA3AF,0.00019154940324857343,0,1,0.94,3016,0,0
ACC-A1324D54E3,0.0003544695273978854,1,1,0.25,89,0,0
ACC-6201A05E31,0.0004930984879504845,1,1,0.4,58,1,0
ACC-0DC7693A32,0.000611087554493054,1,1,0.87,116,0,0
ACC-339926A11F,0.0007115469921099797,1,1,0.6,15,0,0
ACC-3B3A845E76,0.0007970874690243543,1,1,0.65,7,1,0
ACC-6C727BB692,0.0008708035142916665,1,0,0.82,263,0,1
ACC-765B8516B0,0.00019154940324857343,0,1,0.91,3290,0,0
ACC-9FD1A657EC,0.0003544695273978854,1,1,0.43,102,0,0
ACC-E3317CF604,0.0004930984879504844,1,1,0.61,11,1,0
ACC-DA6FF5C42D,0.000611087554493054,1,0,0.71,1300,0,1
ACC-12489997CB,0.00019154940324857343,0,1,0.98,3345,0,0
ACC-B8E5BE253A,0.0003544695273978854,1,1,0.98,56,0,0
ACC-D596C55CFE,0.0004930984879504845,1,1,0.89,48,0,0
ACC-BCF8A556DF,0.000611087554493054,1,1,0.85,52,0,0
ACC-D2116FEBA4,0.0007115469921099797,1,1,0.81,99,0,0
ACC-208D5FB3C2,0.0007970874690243543,1,1,0.33,80,0,0
ACC-A2A739C398,0.0008708035142916665,1,0,0.86,489,0,1
ACC-03E8EB7170,0.00019154940324857343,0,1,0.84,322,0,0
ACC-0D2AADCE45,0.0003544695273978854,1,1,0.9,17,0,0
ACC-5D9DB3339A,0.0004930984879504845,1,1,0.81,71,0,0
ACC-D1CE4D4BE5,0.000611087554493054,1,1,0.98,66,1,0
ACC-EA0D0DC41A,0.0007115469921099797,1,1,0.35,50,1,0
ACC-A1C7590E2E,0.0007970874690243543,1,1,0.55,52,1,0
ACC-D9E64A9527,0.0008708035142916665,1,0,0.92,2901,0,1
ACC-1CBF0798E0,0.00019154940324857343,0,1,0.8,3425,0,0
ACC-50CDA4E57F,0.0003544695273978854,1,1,0.77,64,1,0
ACC-E2859D94D5,0.0004930984879504845,1,1,0.96,53,0,0
ACC-C3237CF270,0.000611087554493054,1,1,0.94,65,0,0
ACC-952A6FE476,0.0007115469921099797,1,0,0.91,753,0,1
ACC-94AED875E6,0.00019154940324857343,0,1,0.72,30,0,0
ACC-A3E76EC7AA,0.0003544695273978854,1,1,0.98,74,0,0
ACC-B0E072169D,0.0004930984879504845,1,1,0.8,55,1,0
ACC-63086A3DF4,0.000611087554493054,1,1,0.57,6,0,0
ACC-A519A34348,0.0007115469921099797,1,1,0.9,84,0,0
ACC-5B8AF7CF9C,0.0007970874690243543,1,0,0.86,3271,0,1
ACC-DB2F9E2024,0.00019154940324857343,0,1,0.95,478,0,0
ACC-4F685E2FD3,0.0003544695273978854,1,1,0.37,69,0,0
ACC-A6B7A8B62B,0.0004930984879504845,1,1,0.52,85,0,0
ACC-96CAA18692,0.000611087554493054,1,0,0.93,1053,0,1
ACC-D83FBAC7BC,0.00019154940324857343,0,1,0.83,164,0,0
ACC-6D15A6762C,0.0003544695273978854,1,1,0.45,39,1,0
ACC-50BE5E789B,0.0004930984879504845,1,1,0.94,58,0,0
ACC-800C921183,0.000611087554493054,1,1,0.65,21,0,0
ACC-E9177BF6B2,0.0007115469921099796,1,0,0.92,2581,0,1
ACC-3460293056,0.00019154940324857343,0,1,0.74,2466,0,0
ACC-FDB826215F,0.0003544695273978854,1,1,0.52,82,0,0
ACC-C3C01B217E,0.0004930984879504845,1,1,0.73,1,1,0
ACC-C5BAD95B87,0.000611087554493054,1,1,0.81,111,0,0
ACC-B91654C16E,0.0007115469921099797,1,1,0.97,24,0,0
ACC-B1994A5730,0.0007970874690243543,1,0,0.91,414,0,1
